start,end,text
964.608,970.6479999999999,あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは、あなたは
971.264,973.264,Everything is.
972.256,974.256,Yeah
973.408,976.158,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
976.448,977.448,Bye now.
977.696,981.7860000000001,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
981.984,983.984,Подьйте салок.
984.128,985.128,"So,"
985.056,985.8960000000001,What about Almond?
985.76,987.76,that you didn't
986.944,988.944,グルーニーであります
987.872,988.872,I'm sorry.
990.784,992.3439999999999,Sure you don't have a little more bites.
992.864,994.864,Are you mad at me now?
995.712,996.712,"Oh, that's..."
996.256,997.256,That's sad.
997.056,1001.696,"I'm a beautiful, then I need you to take your voice to this thing."
1002.208,1004.208,and put your cup in there for drader.
1009.248,1009.748,Oh!
1017.408,1018.408,Okay.
1018.208,1018.708,Bye.
1019.744,1021.744,Uh... got...
1022.784,1024.784,okay
1023.136,1024.136,Preparar a minha direção.
1023.712,1025.712,the table so we can get dressed.
1025.856,1027.196,I do remember the world.
1030.272,1030.772,MERS.
1030.592,1031.432,and I want you to come.
1031.456,1032.456,finish up.
1031.904,1032.404,Okay.
1033.056,1035.056,I was just gonna get hungry when he gets to school.
1037.44,1038.44,I think he's here.
1039.136,1040.136,What?
1039.936,1040.936,There's a lot of...
1042.304,1042.804,You're welcome.
1043.36,1044.36,I would...
1043.712,1044.712,put it down on this.
1045.568,1046.448,and then get off.
1050.336,1051.456,G-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g-g
1051.808,1052.808,Thanks.
1054.368,1055.368,Mersim az veriş.
1058.272,1060.272,and
1062.208,1063.208,Thank you.
1062.624,1063.624,Thanks.
1073.088,1074.824,Yeah.
1082.144,1082.644,Okay.
1082.592,1083.092,good.
1083.392,1085.392,I don't live there with cookies.
1084.32,1085.84,people up but I guess we could.
1090.112,1093.112,do e.
1091.232,1093.232,like
1091.584,1093.584,you're right. Wow now you can really see this.
1093.28,1094.28,No.
1097.728,1098.728,New fear.
1098.848,1100.008,on the top of the view.
1104.864,1106.864,year to fall.
1107.936,1108.936,This is...
1108.288,1109.608,Thank you.
1108.992,1109.992,hopefully.
1109.408,1110.408,So be right back.
1111.808,1112.808,I thought this.
1112.384,1113.384,Thank you.
1112.736,1113.236,你不會看
1113.312,1115.312,and keep in contact with us.
1116.8,1117.8,Okay.
1117.152,1118.152,Thank you.
1119.2,1120.2,아이고...
1120.128,1121.448,Thank you.
1121.568,1122.068,Yeah.
1122.528,1124.528,It just doesn't look good on you.
1126.112,1127.112,Bye.
1127.008,1128.008,"Не судья, это."
1128.896,1129.896,Be careful!
1130.144,1131.144,Thank you.
1130.784,1131.284,What?
1132.992,1133.992,Bye.
1138.176,1139.176,Thank you.
1138.688,1140.688,and adjusts it in some fun and fun.
1140.512,1142.512,I am...
1143.168,1144.168,Good.
1146.272,1146.772,Bye.
1146.688,1147.688,Yes.
1147.936,1150.2559999999999,You're doing me when you're telling that around you mouth.
1151.712,1153.052,Bye-bye!
1153.568,1154.6879999999999,when you're four and a half way.
1154.72,1155.22,Yeah.
1158.048,1158.548,When you're...
1158.464,1160.0639999999999,for your gonna have eyes.
1161.44,1162.44,We don't have eyes yet.
1163.328,1165.748,"Oh well it's a good thing you're forced, I guess you have eyes now."
1168.992,1170.392,"You well, it's a good thing here."
1170.4,1171.4,for next.
1171.072,1174.272,weeks so that means your eyes are almost completely ready.
1175.808,1176.808,there.
1177.216,1179.216,pretty much ready.
1178.816,1179.316,Bye.
1180.64,1181.14,走開
1183.392,1184.5520000000001,you need to get ready.
1185.12,1185.62,Okay.
1187.36,1189.3,still is mommy.
1189.408,1190.808,and make sure you're going to see me.
1191.264,1192.154,Ha
1192.8,1196.1399999999999,I don't think anyone is knowing and raining this morning.
1196.16,1197.16,"Oh, he..."
1196.576,1198.576,calling daddy.
1197.92,1198.92,"Hey, Daddy."
1199.712,1201.712,"You waitin' high, hi daddy."
1203.008,1203.508,走
1203.488,1204.488,You have not.
1204.512,1205.3519999999999,I think I'll face it.
1205.152,1208.152,clothing on.
1209.92,1211.78,"No, one of the things that's down here."
1212.352,1214.352,You
1212.768,1213.608,Bye.
1213.664,1214.664,I'm going to be now.
1214.464,1214.964,"Oh, look!"
1214.976,1216.976,and tell them to have the girl there's a little.
1216.736,1217.736,"No, or I..."
1221.248,1223.728,The problem with snow down here is that it would make...
1223.84,1224.84,the relics.
1224.64,1225.14,So...
1225.504,1226.504,Sorry.
1226.816,1228.816,And then maybe we wouldn't be able to go to school.
1228.352,1229.352,"Oh, wow."
1230.144,1232.144,I know and you wanna go to-
1231.52,1233.52,go to you.
1233.344,1234.344,exact.
1234.112,1234.952,So let's get dressed.
1238.656,1239.656,if it does.
1239.168,1240.168,Now today we'll...
1240.192,1241.192,figure it out.
1241.312,1242.312,We'll get help.
1242.4,1243.4,I don't think it's-
1246.752,1248.752,"Oh, madam please don't bite me."
1250.304,1253.076,Bye!
1255.264,1256.264,可惡
1263.392,1265.392,today.
1266.336,1268.336,Now that your naked I need you to put your
1267.904,1268.904,"So, let's go."
1270.624,1271.624,我沒什麼
1271.616,1272.896,You try to get my laptop.
1274.272,1275.472,Ooh!
1275.712,1277.192,and breaking my thumb.
1279.36,1280.36,Thank you.
1279.936,1280.7759999999998,and hit on the floor.
1283.52,1284.76,No one tends to fight.
1287.232,1288.232,do it again.
1289.088,1290.088,that.
1295.712,1296.712,Thank you.
1296.992,1297.992,Yeah I think it.
1297.568,1298.568,that it was raining.
1299.36,1301.36,I think when I went to the gym.
1306.528,1308.528,will it with an isore
1308.032,1309.032,when I was driving it was
1309.024,1310.024,This is great.
1311.424,1312.424,Thank you.
1313.6,1314.6,I eat.
1314.208,1315.208,and we're late.
1315.008,1315.848,Let's go.
1317.344,1318.344,Thank you.
1318.752,1320.752,shared.
1320.768,1321.268,Oh!
1323.744,1324.744,Yeah.
1325.44,1326.44,Thanks.
1326.208,1327.208,Thank you.
1328.032,1328.532,Good.
1328.704,1330.704,See you on some more notes.
1329.472,1330.472,for school.
1332.064,1332.564,Good luck!
1333.664,1334.664,Now.
1334.592,1335.592,Uh?
1335.328,1336.328,Oh my god.
1337.12,1338.12,Bye!
1340.384,1340.884,Bye.
1342.24,1343.24,Queen.
1343.488,1344.488,Thank you.
1344.672,1346.672,Little stay
1347.488,1348.488,네.
1348.384,1350.384,See you later sis.
1349.088,1350.088,Thank you.
1349.952,1350.452,Look!
1350.304,1352.304,Bye!
1352.416,1353.416,Loose.
1353.248,1354.248,Thank you.
1354.944,1355.944,more to drink.
1356.896,1357.896,What?
1358.72,1359.22,Okay.
1360.128,1361.4679999999998,We'll have your banana when we get.
1361.248,1361.748,"So, what?"
1364.736,1368.744,Thank you.
1368.224,1368.724,Oh.
1369.6,1370.8,I know you're right.
1370.8,1371.8,"Yeah, low here, right."
1371.8,1372.9599999999998,I have a yellow shirt on.
1373.344,1375.344,Сайлок-вайка-пенена.
1377.184,1377.684,Bye!
1379.904,1380.904,Uh-huh.
1380.864,1381.864,here.
1381.152,1383.152,"Madison, those are scratching nails you have."
1383.2,1384.2,Thank you.
1384.32,1386.32,I don't know how this got you already.
1387.552,1388.552,Cheers.
1387.904,1389.904,and then I'm gonna...
1389.792,1390.682,¡Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1391.968,1392.968,recently.
1397.44,1399.44,that my next.
1411.904,1413.904,Thank you.
1413.792,1414.792,cabinet.
1417.312,1418.312,我還沒玩
1422.72,1423.72,Choo!
1423.36,1426.1399999999999,You can see the weather on my phone when you're already in the car.
1435.36,1437.36,Thank you.
1436.448,1436.948,아..
1438.848,1440.608,around the floor.
1440.384,1441.584,You dropped out of the pit down here.
1443.616,1444.616,you.
1445.28,1446.28,I'm sorry.
1453.344,1454.344,Okay.
1454.208,1456.208,Thank you.
1454.912,1456.632,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1458.88,1460.0600000000002,Bye!
1460.896,1461.786,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1462.464,1463.134,으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으
1464.768,1465.268,Yeah.
1466.4,1467.4,Я не знаю.
1466.88,1467.88,Oh really?
1467.776,1468.6960000000001,으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으
1468.8,1469.56,Ya.
1470.8799999999999,1472.0,You should take my life.
1473.408,1475.168,B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B
1476.064,1477.064,Bye.
1478.72,1479.72,Yeah.
1479.456,1479.956,Uh-huh.
1480.288,1481.288,さぁ
1481.056,1482.056,So...
1482.176,1482.676,Yeah.
1483.872,1485.872,تلت
1486.944,1488.944,Did I summon that?
1489.056,1490.056,A za za?
1489.952,1490.232,小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小
1490.88,1492.48,Do you want any more now?
1492.672,1493.672,medicine are you all done?
1494.656,1495.156,Oh!
1496.256,1496.756,Bye.
1496.672,1498.152,Bye bye.
1503.84,1504.34,Hmm.
1505.216,1505.716,Bye.
1505.664,1506.664,That's it.
1506.048,1507.048,Oh!
1511.52,1512.02,That's it.
1512.02,1513.02,Is your ship alive?
1517.504,1519.504,haha
1518.56,1522.28,I'm gonna make her some Madison. I will get you
1525.28,1527.28,Gotta get your
1526.272,1528.272,Thank you.
1529.056,1531.056,"Oh, I'm not gonna do it!"
1531.68,1533.68,You can see the camera.
1532.416,1533.416,"Please, Naomi."
1533.408,1536.6879999999999,我不要忘了啦
1536.992,1538.992,I have to bring you...
1538.528,1541.008,and I'm just gonna show them how to do it!
1541.312,1542.312,See you in the next video.
1542.496,1542.996,Bye!
1545.152,1546.152,へっ!
1546.368,1548.368,"Ты очень спасибо, что я не понимаю."
1549.056,1549.556,Bye!
1554.464,1554.964,Enjoy!
1558.4,1560.4,Bye!
1562.624,1564.624,"Right, you know what?"
1564.624,1566.624,You're dentists also so fast.
1567.328,1568.168,That's right.
1568.168,1570.068,That's what we're doing a good job.
1570.048,1571.608,So I think it's okay.
1571.608,1572.408,How we've been doing it?
1572.408,1573.248,Were you doing it?
1573.248,1574.088,Were you going to win a game?
1574.088,1575.088,That's the best.
1575.424,1577.424,Ahhhhhh!
1577.424,1578.424,That is a new one.
1578.944,1579.944,car.
1579.584,1582.584,Thank you.
1582.784,1584.784,Thank you very much.
1586.848,1588.848,"Yeah, that is your sister's too."
1590.4,1593.48,That one's not gonna be fair!
1593.472,1593.972,HAHAHA!
1593.824,1594.824,Ahhhh!
1594.824,1595.824,How can you remember?
1595.824,1596.824,I'm sorry.
1597.344,1604.344,I know you want
1604.608,1605.4479999999999,"That's it, guys."
