start,end,text
720.864,721.864,Thanks for watching.
721.344,722.344,Nope.
725.312,726.312,Thank you.
729.664,730.664,Bye.
730.016,731.016,It's a magic.
730.56,731.56,to know.
731.52,732.52,going to be 10.
732.064,733.064,Thank you.
732.32,733.32,Good soon.
733.664,735.664,"Ja, to jest mam istnieś."
734.432,735.432,So...
735.68,737.68,"That won't, and we don't."
736.544,738.544,with.
738.144,739.144,Hmm.
738.88,739.38,Yeah.
742.08,743.08,No.
745.408,747.408,I'll see you next time.
746.304,748.008,Okay.
748.192,749.192,Bye-bye.
748.768,749.768,Please turn.
749.216,750.216,for you.
760.8,761.3,Yeah.
762.72,763.72,Yes.
764.64,766.64,You tend to put your shirt on with-
765.76,766.76,your night down on.
766.944,767.444,Yeah.
767.936,768.936,"That's what you want, right?"
769.568,771.568,That was the shirt you wanted.
772.544,773.544,Yeah.
774.176,776.176,"Yeah, your sister show is over."
777.6,778.6,How about you have...
778.144,780.144,So we can go to school.
781.536,782.536,Hmm?
782.496,784.496,It's the most speaking of the world.
784.128,785.128,way.
784.928,785.428,Again.
790.752,791.252,What do you think?
791.968,793.968,tomorrow is my birth.
796.672,797.672,Oh yeah.
798.176,799.176,Yeah.
798.688,799.688,I'm not.
800.992,801.492,Bye.
801.472,801.972,Yeah.
801.824,802.324,What?
802.432,803.432,to see that.
804.032,806.032,You see the presence?
806.816,807.316,對啊
818.496,819.496,Thank you.
818.72,819.72,"Okay, look at that."
820.448,821.9920000000001,Thank you.
823.456,825.456,You need a way to set up.
825.856,827.856,"Sure, I don't want you following off the bench."
830.336,831.336,Thank you.
831.936,833.936,pay attention to what you're doing please.
833.888,835.888,I'm not just in that kind of hurt.
838.976,839.816,and I'll show you now.
854.208,855.208,Thank you.
854.656,856.656,See you next time.
855.072,856.072,Thank you.
855.328,857.328,Thanks for watching.
855.552,856.552,See you soon.
856.288,857.288,Thank you.
866.336,866.836,Yeah.
866.784,867.784,Bye.
867.168,868.168,letter.
882.24,883.24,Bye.
882.432,883.432,button.
887.648,888.648,a positive.
888.352,889.352,for you.
888.928,889.428,Oh!
889.44,889.94,Hello!
891.488,892.888,Make it in your little bigger.
892.96,893.46,どうして?
893.472,894.472,Thank you.
893.632,894.632,Bye.
893.888,894.888,Mars.
895.68,896.68,Thank you.
896.576,897.576,There's not the bailing.
897.888,898.888,Thank you.
898.304,899.304,on that.
898.848,899.848,That makes it.
899.584,900.584,It's certainly harder.
900.672,901.672,だっ
901.344,903.344,Wir ricken Getrei rein.
909.216,912.216,"Well, but we also have to see that money because all that stuff"
912.064,913.064,Thank you.
912.256,914.256,"money, right?"
916.608,917.608,right.
919.936,920.436,Bye.
924.608,925.608,Bye!
930.592,932.592,Let's like the book you're sister that.
932.992,933.992,See you next time.
935.68,938.18,Remember what all the animals giving them was for her name?
940.192,942.192,you play with the back.
942.624,943.624,Okay.
943.072,945.072,I want you to finish your cereal.
945.024,946.024,today.
945.344,947.344,time to get past the mushy tea.
949.568,951.568,"You okay, Madison?"
951.584,952.574,C'mon C
954.368,955.368,Much was.
957.12,958.12,Yeah.
957.376,958.376,head hurts.
959.84,961.84,Oh my goodness.
964.032,965.032,Thank you.
964.608,970.6479999999999,ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
971.264,972.264,Not everything is.
972.256,974.256,Yeah
973.408,976.158,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
976.448,977.448,Bye now.
977.696,981.7860000000001,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
981.984,983.984,Подьйте салок.
983.904,984.904,Yep.
984.128,985.128,"So,"
985.056,985.8960000000001,What a bit of an oven!
985.76,987.76,that you didn't
986.752,987.752,Thank you.
986.944,988.944,いただきたいまして
987.68,988.68,Thanks.
987.872,988.872,I'm sorry.
990.784,992.784,Sure you don't have a little more bias.
992.864,994.864,Are you mad at me now?
995.712,996.712,"Oh, that's..."
996.256,997.256,That's sad.
997.056,1001.456,I'm a beautiful and I need you to take your voice to this thing.
1002.208,1004.208,and put your cup in there for draper.
1009.248,1009.748,Uh!
1010.464,1011.464,Yes.
1012.0,1013.0,Thank you.
1017.408,1018.408,Okay.
1018.208,1018.708,Bye!
1019.744,1021.744,Uh... got...
1021.248,1022.248,Yeah.
1022.784,1023.784,Bye bye.
1023.136,1024.136,"pra mim, de novo."
1023.712,1025.712,the table so we can get dressed.
1025.856,1027.256,I do remember the world.
1029.984,1030.984,and...
1030.272,1031.272,That's it.
1030.592,1032.592,and I want you to come.
1031.456,1032.456,finish up.
1031.904,1032.904,Okay.
1033.056,1035.056,I was just gonna get hungry when you get to school.
1037.44,1038.44,I think he's here.
1039.136,1040.136,What?
1039.936,1041.936,There's a lot of...
1040.992,1041.992,I'm sorry.
1041.92,1048.92,one.
1042.304,1044.304,you're welcome.
1042.784,1043.784,Okay.
1043.36,1044.36,I would...
1043.712,1044.712,put it down on this.
1044.384,1045.384,Thank you.
1045.568,1046.568,and then get off.
1049.088,1050.088,Bye.
1049.696,1050.696,Thank you.
1050.336,1051.536,"Did it, did it, did it, did it!"
1051.808,1052.808,Thank you.
1054.368,1055.368,Mersem az veriş.
1058.272,1060.272,and
1061.056,1062.056,this.
1062.208,1063.208,Thank you.
1062.624,1063.624,Thanks.
1063.648,1064.648,Okay.
1065.76,1066.76,Thank you.
1066.048,1067.048,Oh!
1071.328,1072.328,.
1073.088,1073.588,Yeah.
1073.536,1074.536,Thank you.
1073.824,1074.824,Yeah.
1080.224,1081.224,Thank you.
1080.928,1081.928,What?
1081.696,1082.696,Thank you.
1082.144,1082.644,Okay.
1082.592,1083.092,Good.
1083.392,1085.392,I don't believe it could.
1084.32,1086.32,"people up, but I guess we could."
1086.432,1087.432,Thank you.
1088.704,1089.704,Thanks.
1088.992,1089.992,Thank you.
1089.376,1089.566,구독과 좋아요는 좋아요
1090.112,1092.112,do E.
1090.848,1091.848,Thank you.
1091.232,1093.232,like
1091.584,1092.584,You're right.
1092.584,1093.584,"Wow, now you can really see this."
1093.28,1094.28,No.
1097.472,1098.472,.
1097.728,1098.728,New fear.
1098.848,1099.848,on the top of the view.
1104.864,1106.864,year to fall.
1107.936,1108.936,This is...
1108.288,1109.608,Thank you.
1108.992,1109.992,hopefully.
1109.408,1110.2479999999998,So be right back.
1111.616,1112.616,Thank you.
1111.808,1112.808,I thought this.
1112.384,1113.384,Thank you.
1112.736,1113.736,我沒辦法
1113.312,1115.312,and keep in contact with us.
1115.232,1116.232,Yeah.
1116.8,1117.8,Okay.
1117.824,1118.824,Bye.
1118.08,1119.08,Thank you.
1119.2,1121.2,아이고...
1119.904,1121.448,Thank you.
1121.568,1122.068,Yeah.
1122.528,1124.528,It just doesn't mean we can look at it here.
1126.112,1127.112,Bye.
1127.008,1128.008,Не соберите.
1128.064,1129.544,Thank you.
1128.896,1129.896,Be careful.
1130.144,1131.144,Thank you.
1130.784,1131.284,What?
1132.992,1133.992,Bye.
1136.32,1138.32,Thanks for watching.
1138.176,1139.176,Thank you.
1138.688,1140.688,and adjusts it in the computer.
1140.512,1142.512,Bye!
1142.688,1143.688,way.
1143.168,1144.168,Good.
1145.216,1146.216,Okay.
1146.272,1146.772,Bye.
1146.688,1147.688,Yeah.
1147.616,1148.616,Okay.
1147.936,1149.936,You're doing me when you're telling all around you mouth.
1150.208,1151.208,Thank you.
1151.712,1153.032,Bye!
1153.568,1154.648,when you're four and a half way.
1154.72,1155.22,Yeah.
1157.184,1158.184,Thank you.
1158.048,1158.548,When you're...
1158.464,1160.144,for your gonna have eyes.
1161.44,1162.64,We don't have eyes yet.
1163.328,1165.728,Oh well it's a good thing you're forced I guess you have eyes now.
1168.992,1170.432,"You well, it's a good thing here."
1170.4,1171.4,Thank you for watching.
1171.072,1174.312,weeks so that means your eyes are almost completely ready.
1175.808,1176.808,there.
1176.992,1177.992,.
1177.216,1179.216,pretty much ready.
1178.816,1179.316,Yeah.
1180.288,1181.288,Okay.
1180.64,1181.14,咋不去
1183.104,1184.104,Bye.
1183.392,1184.632,you need to get ready.
1185.12,1185.7199999999998,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1186.848,1187.848,Yes.
1187.104,1188.104,This is
1187.36,1188.1999999999998,Still is mommy.
1189.408,1190.608,and it's your one-year-old finishing.
1191.264,1192.154,Ha
1192.8,1196.08,I don't think anyone is knowing and raining this morning.
1196.16,1197.16,"Oh, yeah."
1196.576,1198.576,calling daddy.
1197.92,1198.76,"Hey, Daddy."
1199.712,1201.392,"You waitin' high, hi, daddy."
1203.008,1203.508,走
1203.488,1205.488,you have not.
1204.256,1205.256,Thank you.
1204.512,1205.512,I think I'll face it.
1205.152,1206.152,clothing on.
1205.792,1206.792,Thanks.
1205.984,1206.984,Thank you.
1209.92,1211.92,"No, one thing is down here."
1212.352,1213.352,"Oh, it's so good."
1212.768,1213.608,Bye!
1213.664,1214.664,I'm gonna go.
1214.464,1215.464,"Oh, look."
1214.976,1216.4160000000002,and tell us how could the girls do so little.
1216.448,1217.448,Thank you.
1216.736,1217.736,"No, or I..."
1221.248,1223.6480000000001,The problem with snow down here is that it would make...
1223.84,1224.84,the rally.
1224.64,1225.14,So...
1225.216,1226.216,Let's go.
1225.504,1226.504,Sorry.
1226.816,1228.816,And then maybe we would be a little bit more curious.
1228.352,1229.352,"Oh, wow."
1230.144,1232.144,I know and you want to go to-
1231.52,1233.52,go to him.
1233.344,1234.344,exact.
1233.824,1234.824,Hopefully.
1234.112,1235.112,Thank you.
1235.392,1235.892,Yeah.
1238.656,1239.656,if it does.
1239.168,1241.168,Now today we'll...
1239.968,1240.968,Oh.
1240.192,1241.192,figure it out.
1241.312,1242.312,We'll get home.
1242.4,1243.4,I don't think it's...
1242.912,1243.912,Let's go.
1243.36,1244.36,back.
1244.736,1246.736,Thanks for watching!
1246.752,1248.752,"Oh, man, please don't bite me."
1250.304,1250.804,Bye.
1252.576,1253.076,Bye!
1253.792,1254.792,Thanks.
1255.264,1256.264,可惡
1263.392,1263.892,today.
1266.336,1268.336,Now that your naked I need you to put your
1267.904,1268.904,"So, let's go."
1269.44,1270.44,Okay.
1270.624,1271.624,我沒有什麼
1271.616,1272.936,You try to get my laptop.
1273.568,1274.568,Thanks.
1274.272,1275.272,Ooh!
1275.712,1277.712,and we're breaking my thumb.
1278.72,1280.36,Thank you.
1279.744,1280.744,Just.
1279.936,1281.936,I'm gonna go on the shore.
1283.52,1285.52,No one tends to fight.
1287.072,1288.072,Thank you.
1287.232,1288.232,do it again.
1288.864,1289.864,Hope.
1289.088,1290.088,that.
1295.488,1297.488,makes
1295.712,1296.712,in progress.
1296.544,1297.544,Bye.
1296.992,1297.992,Yeah I think it.
1297.568,1298.568,that it was raining.
1299.36,1301.36,I think this morning I think when I went to the gym.
1301.952,1302.952,And then...
1302.336,1304.336,"So,"
1302.688,1309.688,Thanks for watching.
1304.096,1305.096,Let's go!
1305.28,1306.28,Thank you.
1306.528,1308.528,Will it with an ISR race?
1308.032,1310.032,when I was driving it was
1309.024,1310.024,It's just great.
1311.424,1312.424,Thank you.
1313.6,1314.6,I eat.
1314.208,1315.048,and we're late.
1315.008,1315.508,Let's go.
1317.344,1319.344,Thanks for watching.
1318.752,1319.752,shared.
1320.768,1321.268,Ugh!
1322.176,1323.176,way.
1323.744,1324.744,Yeah.
1325.44,1326.44,Thanks.
1326.208,1327.208,Thank you.
1328.032,1328.532,Good!
1328.704,1330.704,See you on some more notes.
1329.472,1330.472,for school.
1332.064,1333.064,So it's...
1333.664,1334.664,Now.
1334.592,1335.592,Uh?
1335.328,1336.328,Oh my god.
1337.12,1340.884,Bye!
1342.24,1343.24,swing.
1343.488,1344.488,Thank you.
1344.672,1346.672,Little stay
1347.488,1347.988,네.
1348.384,1349.384,See you Mayors.
1349.088,1351.088,interesting interview.
1349.952,1350.452,What?
1350.304,1352.304,Bye!
1352.416,1353.416,Lose.
1353.024,1353.524,네?
1353.248,1354.248,Thank you.
1354.944,1355.944,more to drink.
1356.896,1357.896,What?
1358.72,1359.22,Okay.
1360.128,1361.328,We'll have your banana when we get.
1361.248,1361.748,"So, what?"
1364.736,1368.744,Thank you.
1368.224,1368.724,Oh.
1369.6,1371.04,I know you're right.
1371.04,1371.9599999999998,"Yeah, low here, right."
1371.9599999999998,1373.4399999999998,I have a yellow shirt on.
1373.344,1375.344,"Средственно, как обенена."
1375.648,1377.684,Bye!
1379.904,1380.904,Uh-huh.
1380.864,1381.864,here.
1381.152,1383.152,"Madison, those are scratchy nails you have."
1383.2,1384.2,Thank you.
1384.32,1386.32,I don't know how this got you already.
1387.008,1388.008,Thank you.
1387.552,1388.552,Cheers.
1387.904,1389.904,and then we'll cut that.
1388.736,1390.736,Thanks for watching.
1389.792,1391.792,"¡Mmm, me venan ya!"
1390.848,1391.848,Thanks.
1391.36,1392.36,it.
1391.968,1392.968,easily.
1397.088,1398.088,Yeah.
1397.44,1398.44,That's it.
1397.984,1398.984,Let's.
1407.968,1408.968,.
1411.904,1413.288,Thank you.
1412.64,1413.64,Thanks.
1412.896,1413.896,Okay.
1413.632,1414.632,Thank you.
1413.792,1414.792,cabinet.
1414.304,1415.304,Bye.
1415.52,1416.52,Oh.
1417.312,1418.312,我沒有辦法
1419.424,1420.424,Here we go.
1422.72,1423.72,Chuuu!
1423.36,1426.12,You can see the weather on my phone when you're already in the car.
1435.104,1436.104,at.
1435.36,1437.224,Thank you.
1436.448,1436.948,아..
1438.848,1439.848,around the floor.
1440.384,1441.584,"You dropped them, you fit them here."
1443.008,1444.008,What?
1443.392,1444.392,Okay.
1443.616,1445.616,you.
1445.28,1446.28,I'm sorry.
1449.824,1451.824,Thanks for watching.
1453.344,1454.728,Okay.
1454.208,1455.208,Thank you.
1454.912,1456.632,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1456.768,1457.768,Thank you.
1458.88,1459.88,Bye!
1462.464,1463.134,으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으
1464.768,1465.268,Yeah.
1466.4,1467.4,Класс!
1466.88,1467.88,Oh really?
1467.776,1468.6960000000001,으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으으
1468.8,1469.8,Ya.
1470.8,1471.8,You should take my life.
1473.408,1475.168,K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K
1475.296,1476.296,Thank you.
1476.064,1477.064,Bye!
1477.056,1478.056,Thank you.
1478.72,1479.72,Yeah.
1479.456,1480.456,Uh-huh.
1480.288,1481.288,さぁ
1481.056,1482.056,So.
1482.176,1482.676,Yeah.
1483.872,1485.872,تلت
1485.408,1485.908,Bye!
1486.944,1488.944,That's ice on their neck.
1489.056,1490.056,A za za?
